Title,Like,flex,wfit,Like2,Like3,Score,Score4,textleft
Dijual Rumah Baru American Classic Oma Campus - Dau - Malang,15,15,Rumah,Dekat Sekolah,"Rp 1,9 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),Rp 11 Jutaan (Tenor 15 Tahun),"Dau, Malang"
"Dijual Rumah Baru Modern Minimalis Lokasi Berada di Kawasan Elitperum Araya Golf , Malang (On Progres - Terima Jadi Siap Huni)",10,10,Rumah,Siap Huni,"Rp 3,1 Miliar",Rp 15 Jutaan (Tenor 20 Tahun),Rp 19 Jutaan (Tenor 15 Tahun),"Araya, Malang"
,,,,,,,,
Investasi Rukost Area Kampus - Malang Terima Siap Huni,11,11,Kost,Siap Huni,"Rp 1,9 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),Rp 11 Jutaan (Tenor 15 Tahun),"Dinoyo, Malang"
Rumah 1 Lantai di Malang Area Pakis Bandara,6,6,Rumah,Bisa Nego,Rp 350 Juta,Rp 1 Jutaan (Tenor 20 Tahun),Rp 2 Jutaan (Tenor 15 Tahun),"Malang Kota, Malang"
Dijual Rumah Siap Huni Araya Malang Nego,12,12,Rumah,Siap Huni,"Rp 1,2 Miliar",Rp 5 Jutaan (Tenor 20 Tahun),Rp 7 Jutaan (Tenor 15 Tahun),"Malang Kota, Malang"
,,,,,,,,
Rumah Minimalis Murah Siap Huni Area Sulfat Blimbing,8,8,Rumah,Bisa Nego,Rp 675 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rp 4 Jutaan (Tenor 15 Tahun),"Sulfat, Malang"
Rumah 2 Lantai Luas 290M2 Siap Huni Area Asrikaton Pakis,12,12,Rumah,Siap Huni,"Rp 2,8 Miliar",Rp 13 Jutaan (Tenor 20 Tahun),Rp 17 Jutaan (Tenor 15 Tahun),"Pakis, Malang"
Rumah Lama Luas 226M2 Cocok Utk Rukos Strategis Dekat Kampus Ub,7,7,Rumah,Bebas Banjir,"Rp 2,4 Miliar",Rp 11 Jutaan (Tenor 20 Tahun),Rp 15 Jutaan (Tenor 15 Tahun),"Soekarno Hatta, Malang"
,,,,,,,,
Jual Murah Tanah Luas 363M2 Poros Ngenep Karangploso,3,3,Tanah,Cocok untuk usaha,Rp 617 Juta Total,Rp 3 Jutaan (Tenor 20 Tahun),Rp 3 Jutaan (Tenor 15 Tahun),"Karangploso, Malang"
Rumah minimalis siap huni area sulfat selatan Blimbing malang,5,5,Rumah,Siap Huni,Rp 825 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Rp 5 Jutaan (Tenor 15 Tahun),"Sulfat, Malang"
Rumah Baru Finishing Sebagian Design Bagus Tinggal Meneruskan,10,10,Rumah,Dekat Akses Transportasi,Rp 700 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rp 4 Jutaan (Tenor 15 Tahun),"Kedungkandang, Malang"
Rumah Cantik Siap Huni Harga Bersahabat,15,15,Rumah,Siap Huni,"Rp 1,9 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),Rp 11 Jutaan (Tenor 15 Tahun),"Blimbing, Malang"
Rumah minimalis siap huni area sulfat selatan Blimbing malang,5,5,Rumah,Siap Huni,Rp 825 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Rp 5 Jutaan (Tenor 15 Tahun),"Sulfat, Malang"
Rumah Baru Finishing Sebagian Design Bagus Tinggal Meneruskan,10,10,Rumah,Dekat Akses Transportasi,Rp 700 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rp 4 Jutaan (Tenor 15 Tahun),"Kedungkandang, Malang"
Rumah Cantik Siap Huni Harga Bersahabat,15,15,Rumah,Siap Huni,"Rp 1,9 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),Rp 11 Jutaan (Tenor 15 Tahun),"Blimbing, Malang"
Hunian Ternyaman Harga Affordable Pusat Kota Malang,5,5,Rumah,Dekat Pusat Perbelanjaan,Rp 480 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Rp 3 Jutaan (Tenor 15 Tahun),"Dieng, Malang"
Dijual Rumah Baru Row Jalan Lebar Sukun Kota Malang,5,5,Rumah,Dekat Pusat Perbelanjaan,Rp 480 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Rp 3 Jutaan (Tenor 15 Tahun),"Sukun, Malang"
Rumah 1 Lantai Modern Minimalis Luas 75 M2 Kota Malang,6,6,Rumah,,Rp 480 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Rp 3 Jutaan (Tenor 15 Tahun),"Lowokwaru, Malang"
Rumah Siap Huni di Blimbing Dekat Exit Tol Singosari Malang,8,8,Rumah,Siap Huni,Rp 670 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rp 4 Jutaan (Tenor 15 Tahun),"Blimbing, Malang"
Rumah Full Furnish swimming pool Araya Golf Malang,8,8,Rumah,,"Rp 7,6 Miliar",Rp 37 Jutaan (Tenor 20 Tahun),Rp 47 Jutaan (Tenor 15 Tahun),"Araya, Malang"
Hotel Di Kota Malang,4,4,Hotel,,Rp 210 Miliar,Rp 1 Miliaran (Tenor 20 Tahun),Rp 1 Miliaran (Tenor 15 Tahun),"Klojen, Malang"
Hotel di Kota Malang,8,8,Hotel,,Rp 70 Miliar,Rp 343 Jutaan (Tenor 20 Tahun),Rp 440 Jutaan (Tenor 15 Tahun),"Malang Kota, Malang"
,,,,,,,,
"Kost, SHM, di Tunggulwulung,",5,5,Kost,Dekat Sekolah,"Rp 1,46 Miliar Total",Rp 7 Jutaan (Tenor 20 Tahun),Rp 9 Jutaan (Tenor 15 Tahun),"Tunggulwulung, Malang"
"Kost, SHM, di Tunggulwulung,",7,7,Kost,Bisa Nego,"Rp 1,7 Miliar Total",Rp 8 Jutaan (Tenor 20 Tahun),Rp 10 Jutaan (Tenor 15 Tahun),"Tunggulwulung, Malang"
Rumah Mewah Okl Vibes di Araya Boulevard Malang,10,10,Rumah,Dekat Pusat Perbelanjaan,Rp 9 Miliar,Rp 44 Jutaan (Tenor 20 Tahun),Rp 56 Jutaan (Tenor 15 Tahun),"Araya, Malang"
,,,,,,,,
Ruang Usaha Plus Kebun Jeruk Dijual Murah di Joyoagung Lowokwaru,11,11,Ruang Usaha,Siap Huni,"Rp 2,9 Miliar Total",Rp 14 Jutaan (Tenor 20 Tahun),Rp 18 Jutaan (Tenor 15 Tahun),"Lowokwaru, Malang"
Rumah Mewah Harga Miring di Araya Golf Malang,15,15,Rumah,Siap Huni,"Rp 2,5 Miliar",Rp 12 Jutaan (Tenor 20 Tahun),Rp 15 Jutaan (Tenor 15 Tahun),"Araya, Malang"
"Dijual Kost Exclusive Lokasi Merjosari, Sigura-Gura Kota Malang*(Siap Bangun, Buyer Terima Jadi)",8,8,Kost,,"Rp 1,9 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),Rp 11 Jutaan (Tenor 15 Tahun),"Dinoyo, Malang"
,,,,,,,,
"Rumah Puncak Dieng Luas 204m2, Terawat Siap Huni, Dekat Sekolah My Little Island",15,15,Rumah,Siap Huni,"Rp 1,65 Miliar",Rp 8 Jutaan (Tenor 20 Tahun),Rp 10 Jutaan (Tenor 15 Tahun),"Dieng, Malang"
RUMAH MEWAH DAN NYAMAN TAMAN SUPER CANTIK BUKIT DIENG,12,12,Rumah,,Rp 50 Miliar,Rp 245 Jutaan (Tenor 20 Tahun),Rp 314 Jutaan (Tenor 15 Tahun),"Dieng, Malang"
"Rumah Boulevard Raya Dieng Malang,bisa Untuk Usaha,dekat Cocari,cyber Mall ",14,14,Rumah,Dekat Pusat Perbelanjaan,"Rp 16,5 Miliar",Rp 81 Jutaan (Tenor 20 Tahun),Rp 103 Jutaan (Tenor 15 Tahun),"Dieng, Malang"
"Rumah Nyaman Dieng Dekat Cyber Mall, Malang City Point dan Kampus Unmer",15,15,Rumah,Dekat Pusat Perbelanjaan,"Rp 2,5 Miliar",Rp 12 Jutaan (Tenor 20 Tahun),Rp 15 Jutaan (Tenor 15 Tahun),"Dieng, Malang"
RUMAH MEWAH DAN NYAMAN TAMAN SUPER CANTIK BUKIT DIENG,12,12,Rumah,,Rp 50 Miliar,Rp 245 Jutaan (Tenor 20 Tahun),Rp 314 Jutaan (Tenor 15 Tahun),"Dieng, Malang"
"Rumah Boulevard Raya Dieng Malang,bisa Untuk Usaha,dekat Cocari,cyber Mall ",14,14,Rumah,Dekat Pusat Perbelanjaan,"Rp 16,5 Miliar",Rp 81 Jutaan (Tenor 20 Tahun),Rp 103 Jutaan (Tenor 15 Tahun),"Dieng, Malang"
"Rumah Nyaman Dieng Dekat Cyber Mall, Malang City Point dan Kampus Unmer",15,15,Rumah,Dekat Pusat Perbelanjaan,"Rp 2,5 Miliar",Rp 12 Jutaan (Tenor 20 Tahun),Rp 15 Jutaan (Tenor 15 Tahun),"Dieng, Malang"
Rumah Di Kota Malang,2,2,Rumah,,Rp 10 Miliar,Rp 49 Jutaan (Tenor 20 Tahun),Rp 62 Jutaan (Tenor 15 Tahun),"Klojen, Malang"
Gedung di Kota Malang,2,2,Ruang Usaha,,Rp 50 Miliar /m²,Rp 245 Jutaan /m² (Tenor 20 Tahun),Rp 314 Jutaan /m² (Tenor 15 Tahun),"Blimbing, Malang"
Rumah di Kota Malang,4,4,Rumah,,Rp 4 Miliar,Rp 19 Jutaan (Tenor 20 Tahun),Rp 25 Jutaan (Tenor 15 Tahun),"Blimbing, Malang"
Rumah Kost Baru Strategis Tlogomas Lowokwaru Malang Gmk03981,25,25,Rumah,Dekat Sekolah,"Rp 3,49 Miliar",Rp 17 Jutaan (Tenor 20 Tahun),Rp 21 Jutaan (Tenor 15 Tahun),"Lowokwaru, Malang"
Dijual Rumah Bagus American Style Kawasan Premium Greenland Tidar Atas Dekat Kampus Ma Chung Unmer Vpt Citraland Puncak Tidar Elpico. Hanya 9 Mnt ke Kampus Ub Full Furnished Terawat. Harga Nego B U,7,7,Rumah,Bisa Nego,Rp 950 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Rp 5 Jutaan (Tenor 15 Tahun),"Tidar, Malang"
"Dijual Ruko Tempat Usaha Nol Jalan Raya Sutoyo Blimbing Malang Kota Luas 2000m Hitung Tanah Cocok Dibangun Ruko Ruko,dealer Mobil,expedisi,gudang,sport Center,supermarket,resto,hotel,sekolah,perkantoran.harga Nego Keras",12,12,Ruko,Bisa Nego,"Rp 32,5 Miliar Total",Rp 159 Jutaan (Tenor 20 Tahun),Rp 204 Jutaan (Tenor 15 Tahun),"Blimbing, Malang"
Tanah Poros Bandara Abdsaleh,3,3,Tanah,Dekat Akses Transportasi,Rp 1 Miliar Total,Rp 4 Jutaan (Tenor 20 Tahun),Rp 6 Jutaan (Tenor 15 Tahun),"Pakis, Malang"
,,,,,,,,
Rumah Kost Lokasi Strategis Dekat Sekolah atau Universitas,5,5,Rumah,Bebas Banjir,"Rp 1,6 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),Rp 10 Jutaan (Tenor 15 Tahun),"Malang Kota, Malang"
TANAH UNTUK VILLA DENGAN FULL VIEW DI BATU,5,5,Tanah,Siap Huni,Rp 500 Juta Total,Rp 2 Jutaan (Tenor 20 Tahun),Rp 3 Jutaan (Tenor 15 Tahun),"Malang Kota, Malang"
Investasi Rumah Kost Premium Kota Malang,5,5,Rumah,Bebas Banjir,"Rp 1,6 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),Rp 10 Jutaan (Tenor 15 Tahun),"Malang Kota, Malang"
,,,,,,,,
Rumah 1 Lantai Kota Malang Free Full Furnished,5,5,Rumah,Siap Huni,Rp 385 Juta,Rp 1 Jutaan (Tenor 20 Tahun),Rp 2 Jutaan (Tenor 15 Tahun),"Malang Kota, Malang"
Hunian Full Furnished SHM Bebas Banjir,5,5,Rumah,Siap Huni,Rp 385 Juta,Rp 1 Jutaan (Tenor 20 Tahun),Rp 2 Jutaan (Tenor 15 Tahun),"Malang Kota, Malang"
Investasi Hunian Minimalis dengan Legalitas Aman di Kota Malang,5,5,Rumah,Siap Huni,Rp 385 Juta,Rp 1 Jutaan (Tenor 20 Tahun),Rp 2 Jutaan (Tenor 15 Tahun),"Malang Kota, Malang"
,,,,,,,,
Hunian Minimalis Kota Malang Siap Huni,5,5,Rumah,Siap Huni,Rp 385 Juta,Rp 1 Jutaan (Tenor 20 Tahun),Rp 2 Jutaan (Tenor 15 Tahun),"Malang Kota, Malang"
Full Furnish Murah Depan Unibraw,15,15,Apartemen,Bebas Banjir,Rp 265 Juta,Rp 1 Jutaan (Tenor 20 Tahun),Rp 1 Jutaan (Tenor 15 Tahun),"Lowokwaru, Malang"
Tanah Siap Bangun Daerah Sawojajar Dekat Velodrome Malang,5,5,Tanah,Dekat Akses Transportasi,"Rp 1,1 Miliar Total",Rp 5 Jutaan (Tenor 20 Tahun),Rp 6 Jutaan (Tenor 15 Tahun),"Sawojajar, Malang"
"Rumah 2 Lantai Siap Huni di Pandanwangi, Sulfat, Kota Malang",10,10,Rumah,Siap Huni,Rp 750 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rp 4 Jutaan (Tenor 15 Tahun),"Blimbing, Malang"
Full Furnish Murah Depan Unibraw,15,15,Apartemen,Bebas Banjir,Rp 265 Juta,Rp 1 Jutaan (Tenor 20 Tahun),Rp 1 Jutaan (Tenor 15 Tahun),"Lowokwaru, Malang"
Tanah Siap Bangun Daerah Sawojajar Dekat Velodrome Malang,5,5,Tanah,Dekat Akses Transportasi,"Rp 1,1 Miliar Total",Rp 5 Jutaan (Tenor 20 Tahun),Rp 6 Jutaan (Tenor 15 Tahun),"Sawojajar, Malang"
"Rumah 2 Lantai Siap Huni di Pandanwangi, Sulfat, Kota Malang",10,10,Rumah,Siap Huni,Rp 750 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rp 4 Jutaan (Tenor 15 Tahun),"Blimbing, Malang"
Tanah Siap Bangun Daerah Sawojajar Dekat Exit Tol Malang,5,5,Tanah,Dekat Akses Transportasi,"Rp 1,1 Miliar Total",Rp 5 Jutaan (Tenor 20 Tahun),Rp 6 Jutaan (Tenor 15 Tahun),"Sawojajar, Malang"
Rumah Banyak Kamar Cocok Utk Kost/Guest House Daerah Sulfat Malang,11,11,Rumah,Siap Huni,"Rp 2,2 Miliar",Rp 10 Jutaan (Tenor 20 Tahun),Rp 13 Jutaan (Tenor 15 Tahun),"Sulfat, Malang"
Gudang Lokasi Tengah Kota Malang Daerah Soekarno- Hatta Malang,8,8,Gudang,Dekat Pusat Perbelanjaan,"Rp 42,5 Miliar Total",Rp 208 Jutaan (Tenor 20 Tahun),Rp 267 Jutaan (Tenor 15 Tahun),"Soekarno Hatta, Malang"
Ruang Usaha Lokasi Strategis Poros Jalan Propinsi Kota Malang,15,15,Ruang Usaha,Dekat Akses Transportasi,Rp 26 Miliar Total,Rp 127 Jutaan (Tenor 20 Tahun),Rp 163 Jutaan (Tenor 15 Tahun),"Blimbing, Malang"
Tanah Bonus Bangunan Eks Carwash Lokasi Jalan Utama Sawojajar Malang,5,5,Tanah,Dekat Akses Transportasi,"Rp 5,5 Miliar Total",Rp 27 Jutaan (Tenor 20 Tahun),Rp 34 Jutaan (Tenor 15 Tahun),"Sawojajar, Malang"
"Rumah Premium Baru Gress Lokasi Cluster Golf Araya, Malang",15,15,Rumah,Dekat Sekolah,"Rp 3,2 Miliar",Rp 15 Jutaan (Tenor 20 Tahun),Rp 20 Jutaan (Tenor 15 Tahun),"Araya, Malang"
"Rumah Mewah Hook di Boulevard Permata Jingga, Lowokwaru Malang",15,15,Rumah,Dekat Sekolah,"Rp 15,5 Miliar",Rp 76 Jutaan (Tenor 20 Tahun),Rp 97 Jutaan (Tenor 15 Tahun),"Soekarno Hatta, Malang"
,,,,,,,,
Rumah 2 Lantai Bagus Modern Siap Huni Harga Sangat Terjangkau Lokasi Sangat Strategis,14,14,Rumah,Siap Huni,"Rp 1,6 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),Rp 10 Jutaan (Tenor 15 Tahun),"Karangploso, Malang"
Rumah Siap Huni Sawojajar - Dekat Exit Tol | Bangunan Baru | Harga Menarik,6,6,Rumah,Siap Huni,Rp 485 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Rp 3 Jutaan (Tenor 15 Tahun),"Sawojajar, Malang"
Rumah Baru 2 Lantai - Grand Permata Jingga Malang | Cluster Elit | One Gate System | Siap Huni,21,21,Rumah,Siap Huni,"Rp 1,62 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),Rp 10 Jutaan (Tenor 15 Tahun),"Sawojajar, Malang"
,,,,,,,,
Tanah Kavling Eksklusif Tirtasani Royal Resort,3,3,Tanah,,Rp 550 Juta Total,Rp 2 Jutaan (Tenor 20 Tahun),Rp 3 Jutaan (Tenor 15 Tahun),"Karangploso, Malang"
Rumah Minimalis Di Sawojajar Malang,11,11,Rumah,Bisa Nego,Rp 785 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rp 4 Jutaan (Tenor 15 Tahun),"Sawojajar, Malang"
Rumah Minimalis Siap Huni di Letjen S. Parman Malang,11,11,Rumah,Bisa Nego,"Rp 1,9 Miliar",Rp 9 Jutaan (Tenor 20 Tahun),Rp 11 Jutaan (Tenor 15 Tahun),"Blimbing, Malang"
,,,,,,,,
Tanah Dengan Lokasi Strategis Di Araya Malang,3,3,Tanah,Siap Huni,"Rp 1,95 Miliar Total",Rp 9 Jutaan (Tenor 20 Tahun),Rp 12 Jutaan (Tenor 15 Tahun),"Araya, Malang"
Tanah Dijual Di Pulosari Blimbing Malang,5,5,Tanah,Siap Huni,Rp 997 Juta Total,Rp 4 Jutaan (Tenor 20 Tahun),Rp 6 Jutaan (Tenor 15 Tahun),"Malang Kota, Malang"
Rumah Minimalis Di Sawojajar Malang,12,12,Rumah,Bisa Nego,Rp 2 Miliar,Rp 9 Jutaan (Tenor 20 Tahun),Rp 12 Jutaan (Tenor 15 Tahun),"Sawojajar, Malang"
"Rumah Kost Baru dan Tanah Kavling di Pondok Blimbing Indah, Araya Malang",20,20,Kost,,"Rp 2,4 Miliar",Rp 11 Jutaan (Tenor 20 Tahun),Rp 15 Jutaan (Tenor 15 Tahun),"Araya, Malang"
Tanah Dijual Di Pulosari Blimbing Malang,5,5,Tanah,Siap Huni,Rp 997 Juta Total,Rp 4 Jutaan (Tenor 20 Tahun),Rp 6 Jutaan (Tenor 15 Tahun),"Malang Kota, Malang"
Rumah Minimalis Di Sawojajar Malang,12,12,Rumah,Bisa Nego,Rp 2 Miliar,Rp 9 Jutaan (Tenor 20 Tahun),Rp 12 Jutaan (Tenor 15 Tahun),"Sawojajar, Malang"
"Rumah Kost Baru dan Tanah Kavling di Pondok Blimbing Indah, Araya Malang",20,20,Kost,,"Rp 2,4 Miliar",Rp 11 Jutaan (Tenor 20 Tahun),Rp 15 Jutaan (Tenor 15 Tahun),"Araya, Malang"
Tanah Dijual Di Merjosari Malang,2,2,Tanah,Bisa Nego,"Rp 1,08 Miliar Total",Rp 5 Jutaan (Tenor 20 Tahun),Rp 6 Jutaan (Tenor 15 Tahun),"Merjosari, Malang"
Rumah Minimalis di Tidar Malang,8,8,Rumah,Bebas Banjir,Rp 8 Miliar,Rp 39 Jutaan (Tenor 20 Tahun),Rp 50 Jutaan (Tenor 15 Tahun),"Villa Puncak Tidar, Malang"
Rumah Kost di Taman Borobudur Malang,12,12,Kost,Bisa Nego,"Rp 8,5 Miliar",Rp 41 Jutaan (Tenor 20 Tahun),Rp 53 Jutaan (Tenor 15 Tahun),"Malang Kota, Malang"
Tanah Dijual di Ampeldento Pakis Malang,3,3,Tanah,Bebas Banjir,"Rp 4,35 Miliar Total",Rp 21 Jutaan (Tenor 20 Tahun),Rp 27 Jutaan (Tenor 15 Tahun),"Pakis, Malang"
Gudang Dijual di Laksda Adi Sucipto Malang,6,6,Gudang,Siap Huni,"Rp 7,5 Miliar Total",Rp 36 Jutaan (Tenor 20 Tahun),Rp 47 Jutaan (Tenor 15 Tahun),"Blimbing, Malang"
Tanah dengan Lokasi Strategis di Bulukerto Batu,3,3,Tanah,Bisa Nego,"Rp 3,26 Miliar Total",Rp 16 Jutaan (Tenor 20 Tahun),Rp 20 Jutaan (Tenor 15 Tahun),"Batu, Malang"
"Rumah Semi Furnish Desain Open Space House di Brawijaya Residence, Lowokwaru Malang",15,15,Rumah,,"Rp 1,6 Miliar",Rp 7 Jutaan (Tenor 20 Tahun),Rp 10 Jutaan (Tenor 15 Tahun),"Lowokwaru, Malang"
,,,,,,,,
"Rumah Premium di Istana Dieng, Sukun Malang",20,20,Rumah,,"Rp 6,5 Miliar",Rp 31 Jutaan (Tenor 20 Tahun),Rp 40 Jutaan (Tenor 15 Tahun),"Sukun, Malang"
"Rumah Siap Huni di Istana Dieng, Sukun Malang Kota",14,14,Rumah,Siap Huni,"Rp 2,75 Miliar",Rp 13 Jutaan (Tenor 20 Tahun),Rp 17 Jutaan (Tenor 15 Tahun),"Sukun, Malang"
Gudang Lokasi Tengah Kota Malang Daerah Soekarno- Hatta Malang,8,8,Gudang,Dekat Pusat Perbelanjaan,Rp 37 Miliar,Rp 181 Jutaan (Tenor 20 Tahun),Rp 232 Jutaan (Tenor 15 Tahun),"Soekarno Hatta, Malang"
,,,,,,,,
Rumah Terawat Tengah Kota Malang Daerah Gunung-gunung Klojen,8,8,Rumah,Dekat Pusat Perbelanjaan,"Rp 13,5 Miliar",Rp 66 Jutaan (Tenor 20 Tahun),Rp 84 Jutaan (Tenor 15 Tahun),"Malang Kota, Malang"
Ruko Ruang Usaha Strategis Poros Jalan Pasar Besar Klojen Malang,15,15,Ruko,Dekat Sekolah,Rp 19 Miliar Total,Rp 93 Jutaan (Tenor 20 Tahun),Rp 119 Jutaan (Tenor 15 Tahun),"Malang Kota, Malang"
"Ruang Usaha Dijual Di Jalan Mayjend Panjaitan, Klojen, Malang",5,5,Ruang Usaha,Dekat Sekolah,"Rp 7,8 Miliar Total",Rp 38 Jutaan (Tenor 20 Tahun),Rp 49 Jutaan (Tenor 15 Tahun),"Malang Kota, Malang"
,,,,,,,,
"Rumah Megah dengan Private Pool di Ijen Nirwana, Malang",15,15,Rumah,Dekat Sekolah,"Rp 21,7 Miliar",Rp 106 Jutaan (Tenor 20 Tahun),Rp 136 Jutaan (Tenor 15 Tahun),"Malang Kota, Malang"
Rumah Klasik Kolonial Daerah Gunung-Gunung Klojen Malang,15,15,Rumah,Dekat Sekolah,Rp 18 Miliar,Rp 88 Jutaan (Tenor 20 Tahun),Rp 113 Jutaan (Tenor 15 Tahun),"Malang Kota, Malang"
Rumah Strategis Dekat Exit Tol dan Area Kuliner Sawojajar,14,14,Rumah,Dekat Akses Transportasi,Rp 1 Miliar,Rp 4 Jutaan (Tenor 20 Tahun),Rp 6 Jutaan (Tenor 15 Tahun),"Sawojajar, Malang"
"Rumah Minimalis di The Oz, Tidar Malang",8,8,Rumah,,Rp 675 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rp 4 Jutaan (Tenor 15 Tahun),"Tidar, Malang"
Rumah Strategis Dekat Exit Tol dan Area Kuliner Sawojajar,14,14,Rumah,Dekat Akses Transportasi,Rp 1 Miliar,Rp 4 Jutaan (Tenor 20 Tahun),Rp 6 Jutaan (Tenor 15 Tahun),"Sawojajar, Malang"
"Rumah Minimalis di The Oz, Tidar Malang",8,8,Rumah,,Rp 675 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rp 4 Jutaan (Tenor 15 Tahun),"Tidar, Malang"
"Rumah Minimalis di The Oz, Tidar Malang",8,8,Rumah,,Rp 650 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rp 4 Jutaan (Tenor 15 Tahun),"Tidar, Malang"
"Rumah di Perumahan The Oz, Tidar Atas Malang",15,15,Rumah,,Rp 795 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rp 5 Jutaan (Tenor 15 Tahun),"Tidar, Malang"
Rumah Classic Terawat Siap Huni Lokasi Tengah Kota Malang ,8,8,Rumah,Siap Huni,"Rp 13,5 Miliar",Rp 66 Jutaan (Tenor 20 Tahun),Rp 84 Jutaan (Tenor 15 Tahun),"Malang Kota, Malang"
Rumah Murah Hook Tanah Luas Dalam Komplek Sawojajar Kota Malang,11,11,Rumah,Bebas Banjir,Rp 650 Juta,Rp 3 Jutaan (Tenor 20 Tahun),Rp 4 Jutaan (Tenor 15 Tahun),"Sawojajar, Malang"
Rumah Bagus Besar 5 KT Dekat Univ Kaanjuruhan Sukun Kota Malang,7,7,Rumah,,"Rp 1,05 Miliar",Rp 5 Jutaan (Tenor 20 Tahun),Rp 6 Jutaan (Tenor 15 Tahun),"Sukun, Malang"
Rumah Kost Siap Huni Dekat Kampus Universitas Brawijaya Malang,13,13,Kost,Bisa Nego,"Rp 3,75 Miliar",Rp 18 Jutaan (Tenor 20 Tahun),Rp 23 Jutaan (Tenor 15 Tahun),"Lowokwaru, Malang"
Rumah Kost Termurah Dekat Kampus Ub Passife Income 100 Jutaan Per Tahun,9,9,Kost,Bebas Banjir,"Rp 1,25 Miliar",Rp 6 Jutaan (Tenor 20 Tahun),Rp 7 Jutaan (Tenor 15 Tahun),"Lowokwaru, Malang"
,,,,,,,,
"Harmony Hill, Villa Mewah Dan Murah Di Kota Batu Malang ",12,12,Villa,Bisa Nego,Rp 888 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Rp 5 Jutaan (Tenor 15 Tahun),"Batu, Malang"
Ruko Komersial Raya Gatot Subroto Malang,1,1,Ruko,Lelang,"Rp 4,25 Miliar Total",Rp 20 Jutaan (Tenor 20 Tahun),Rp 26 Jutaan (Tenor 15 Tahun),"Malang Kota, Malang"
Rumah Kawasan Premium Siap Huni di Araya Malang,5,5,Rumah,Siap Huni,"Rp 2,5 Miliar",Rp 12 Jutaan (Tenor 20 Tahun),Rp 15 Jutaan (Tenor 15 Tahun),"Araya, Malang"
,,,,,,,,
Tanah Raya Sulfat Lokasi Strtegis & Ramai.. Blimbing Malang.,5,5,Tanah,,"Rp 12,9 Miliar Total",Rp 63 Jutaan (Tenor 20 Tahun),Rp 81 Jutaan (Tenor 15 Tahun),"Blimbing, Malang"
"Rumah Istana Dieng Timur Bandulan Sukun Malang, Jawa Timur",9,9,Rumah,,"Rp 3,5 Miliar",Rp 17 Jutaan (Tenor 20 Tahun),Rp 22 Jutaan (Tenor 15 Tahun),"Sukun, Malang"
Rumah Strategis Jantung Kota Selangkah ke Plaza Araya & Kampus Binus,15,15,Rumah,Dekat Pusat Perbelanjaan,Rp 825 Juta,Rp 4 Jutaan (Tenor 20 Tahun),Rp 5 Jutaan (Tenor 15 Tahun),"Araya, Malang"
,,,,,,,,
Rumah Klasik di Kawasan Ijen Kota Malang Posisi Hook,12,12,Rumah,,Rp 13 Miliar,Rp 63 Jutaan (Tenor 20 Tahun),Rp 81 Jutaan (Tenor 15 Tahun),"Klojen, Malang"
Rumah Kos di Jalan Papa Hijau Soekarno Hatta,14,14,Kost,Dekat Sekolah,"Rp 4,2 Miliar",Rp 20 Jutaan (Tenor 20 Tahun),Rp 26 Jutaan (Tenor 15 Tahun),"Malang Kota, Malang"
Rumah di Jalan Soekarno Hatta Siap Huni Posisi Hook,15,15,Rumah,Siap Huni,"Rp 3,5 Miliar",Rp 17 Jutaan (Tenor 20 Tahun),Rp 22 Jutaan (Tenor 15 Tahun),"Lowokwaru, Malang"
Rumah di Karanglo Indah Malang Jual Cepat Murah,10,10,Rumah,Siap Huni,Rp 450 Juta,Rp 2 Jutaan (Tenor 20 Tahun),Rp 2 Jutaan (Tenor 15 Tahun),"Singosari, Malang"
